CONT_ID,GENDER,AGE_YEARS,HIGHEST_EDU,ANNUAL_INVEST,ANNUAL_INCOME,ACTIVITY_LEVEL,CHURN,RECORD_ID
1009531690,1,51.81,4,5029.0,26524.0,4,0,686560
1009531700,1,40.56,1,0.0,18898.0,1,0,687160
1009531710,0,42.39,1,0.0,15255.0,3,0,688128
1009531720,0,33.32,4,0.0,19620.0,1,1,688728
1009531730,1,63.83,4,0.0,18073.0,2,1,689328
1009531740,0,71.73,1,0.0,22309.0,2,0,689928
1009531750,0,31.78,1,0.0,16014.0,1,1,690528
1009531760,1,47.23,4,0.0,16689.0,5,0,691128
1009531770,1,49.97,4,0.0,16900.0,3,0,691728
1009531780,1,32.39,1,0.0,27496.0,1,1,692328
1009531790,1,22.68,1,0.0,19806.0,0,1,692928
1009531800,0,51.64,1,0.0,33517.0,2,0,693528
1009531810,0,59.52,1,0.0,26239.0,1,0,694128
1009531820,1,42.66,1,0.0,30254.0,0,0,694728
1009531830,0,60.59,4,12115.0,48034.0,2,0,695328
1009531840,0,42.16,1,0.0,21815.0,1,0,695928
1009531850,1,35.54,1,0.0,21209.0,2,0,696528
1009531860,1,39.47,4,0.0,27204.0,3,0,697128
1009531870,0,32.7,4,10003.0,55157.0,5,0,697728
1009531880,0,34.42,4,0.0,31363.0,1,0,698328
1009531890,1,53.16,1,0.0,15754.0,0,1,698928
1009531900,1,65.91,4,0.0,22267.0,1,0,699528
1009531910,0,52.46,1,0.0,15236.0,2,0,700128
1009531920,0,24.31,1,0.0,17759.0,3,0,700728
1009531930,1,89.12,1,0.0,27804.0,3,0,701328
1009531940,1,61.16,1,0.0,16701.0,4,0,701928
1009531950,0,29.88,1,0.0,20427.0,1,0,702528
1009531960,0,87.43,4,0.0,19435.0,4,0,703128
1009531970,1,22.9,4,0.0,22250.0,4,0,703728
1009531980,1,43.87,4,0.0,34696.0,2,0,704328
1009531990,0,53.76,4,0.0,30888.0,3,1,704928
1009532000,0,47.97,3,105837.0,95013.0,0,1,705528
1009532010,1,66.09,4,9039.0,76222.0,2,0,706128
1009532020,1,81.37,1,0.0,17532.0,3,0,706728
1009532030,0,66.06,4,0.0,21236.0,1,0,707328
1009532040,0,23.98,1,0.0,19028.0,2,1,707928
1009532050,1,36.37,1,0.0,15228.0,2,0,708528
1009532060,1,36.62,4,0.0,21111.0,1,1,709128
1009532070,0,56.73,1,0.0,16073.0,0,0,709728
1009532080,1,67.66,4,0.0,31742.0,2,0,710328
1009532090,0,82.41,1,0.0,14459.0,3,0,710928
1009532100,1,47.8,1,0.0,19928.0,2,0,711528
1009532110,1,39.81,1,0.0,15442.0,4,0,712128
1009532120,0,65.87,1,0.0,22837.0,5,0,712728
1009532130,1,37.49,1,0.0,16533.0,1,0,713328
1009532140,0,22.16,1,0.0,22328.0,2,0,713928
1009532150,1,44.1,4,6292.0,40026.0,3,0,714528
1009532160,0,52.53,4,0.0,18920.0,2,0,715128
1009532170,1,52.07,3,107438.0,88618.0,1,1,715728
1009532180,1,61.3,3,74987.0,219034.0,1,1,716328
1009532190,0,61.52,1,0.0,16939.0,3,0,716928
1009532200,0,64.54,1,0.0,24918.0,2,0,717528
1009532210,1,22.94,1,0.0,37320.0,2,1,718128
1009532220,1,67.74,1,0.0,19086.0,1,0,718728
1009532230,0,32.28,1,0.0,17470.0,2,0,719328
1009532240,0,30.12,1,0.0,28400.0,0,1,719928
1009532250,0,35.24,1,0.0,15727.0,2,0,720896
1009532260,0,39.06,4,13502.0,41241.0,2,0,721496
1009532270,1,42.48,2,9902.0,44946.0,0,1,722096
1009532280,1,67.06,1,0.0,18606.0,2,1,722696
1009532290,0,25.25,1,0.0,22954.0,1,1,723296
1009532300,0,40.64,4,0.0,15462.0,4,0,723896
1009532310,1,61.39,4,0.0,18057.0,0,1,724496
1009532320,0,27.58,4,7423.0,39438.0,2,0,725096
1009532330,1,22.48,2,85935.0,70208.0,1,1,725696
1009532340,1,44.86,1,0.0,17246.0,2,0,726296
1009532350,1,45.06,4,5369.0,54069.0,1,1,726896
1009532360,0,51.73,1,0.0,19054.0,0,1,727496
1009532370,0,31.18,4,0.0,13278.0,5,0,728096
1009532380,0,21.38,1,0.0,35438.0,4,0,728696
1009532390,0,41.06,1,0.0,21165.0,1,1,729296
1009532400,1,40.78,1,0.0,21400.0,3,0,729896
1009532410,1,35.28,2,89438.0,97782.0,3,0,730496
1009532420,0,56.67,4,11829.0,32689.0,3,0,731096
1009532430,0,55.99,4,0.0,13328.0,4,1,731696
1009532440,1,53.93,1,0.0,37079.0,1,0,732296
1009532450,1,35.98,1,0.0,20910.0,0,1,732896
1009532460,1,68.19,1,0.0,28470.0,0,0,733496
1009532470,1,49.19,1,0.0,22679.0,1,0,734096
1009532480,1,69.59,2,12073.0,65229.0,2,0,734696
1009532490,1,58.48,4,0.0,15375.0,5,0,735296
1009532500,0,72.76,4,0.0,18971.0,4,0,735896
1009532510,0,55.21,1,0.0,22888.0,1,0,736496
1009532520,0,35.99,4,0.0,17323.0,2,0,737096
1009532530,1,45.29,1,0.0,21524.0,0,1,737696
1009532540,0,56.28,1,0.0,22372.0,1,0,738296
1009532550,0,39.14,1,0.0,15969.0,1,1,738896
1009532560,0,65.2,1,0.0,18778.0,2,0,739496
1009532570,1,44.76,2,73477.0,184791.0,2,0,740096
1009532580,0,46.29,1,0.0,17972.0,2,0,740696
1009532590,1,57.92,4,0.0,17127.0,3,0,741296
1009532600,1,63.94,1,0.0,14343.0,3,0,741896
1009532610,0,28.04,1,0.0,30996.0,1,1,742496
1009532620,1,40.93,1,0.0,22059.0,5,0,743096
1009532630,0,54.66,4,6545.0,53526.0,3,0,743696
1009532640,1,32.53,4,0.0,22432.0,5,0,744296
1009532650,1,69.09,4,0.0,13024.0,4,0,744896
1009532660,1,44.47,4,0.0,21057.0,3,1,745496
1009532670,0,46.16,2,10305.0,43815.0,2,1,746096
1009532680,0,65.62,3,87879.0,165763.0,0,1,746696
1009532690,0,27.99,1,0.0,22443.0,2,1,747296
1009532700,0,71.49,1,0.0,13189.0,1,0,747896
1009532710,0,58.56,4,9597.0,41871.0,1,0,748496
1009532720,0,30.39,4,0.0,22658.0,1,0,749096
1009532730,0,24.86,1,0.0,13655.0,5,0,749696
1009532740,1,77.05,4,0.0,19439.0,5,0,750296
1009532750,1,68.68,1,0.0,21021.0,3,0,750896
1009532760,1,33.97,1,0.0,19218.0,2,0,751496
1009532770,1,81.83,1,0.0,17493.0,2,0,752096
1009532780,1,48.74,1,0.0,21380.0,3,0,752696
1009532790,1,49.71,1,0.0,15968.0,5,0,753664
1009532800,1,45.09,2,112567.0,99407.0,5,0,754264
1009532810,1,60.04,1,0.0,18860.0,2,1,754864
1009532820,0,40.91,1,0.0,17176.0,1,1,755464
1009532830,0,69.51,1,0.0,14473.0,2,0,756064
1009532840,1,49.3,4,0.0,16069.0,2,0,756664
1009532850,1,65.47,4,0.0,22669.0,3,0,757264
1009532860,0,68.47,1,0.0,18182.0,5,0,757864
1009532870,0,45.11,1,0.0,16374.0,5,1,758464
1009532880,0,65.31,1,0.0,20147.0,5,0,759064
1009532890,1,28.74,1,0.0,19072.0,4,0,759664
1009532900,0,75.83,4,0.0,19821.0,2,0,760264
1009532910,0,65.28,4,6111.0,38245.0,4,0,760864
1009532920,0,51.8,1,0.0,22759.0,2,0,761464
1009532930,1,63.71,4,0.0,15033.0,1,0,762064
1009532940,0,44.45,1,0.0,13526.0,0,1,762664
1009532950,0,74.75,1,0.0,18566.0,3,0,763264
1009532960,0,42.1,1,0.0,15803.0,3,0,763864
1009532970,0,59.01,1,0.0,21943.0,0,0,764464
1009532980,0,24.01,1,0.0,22293.0,1,1,765064
1009532990,1,50.45,4,0.0,17210.0,1,1,765664
1009533000,1,47.51,1,0.0,20791.0,1,1,766264
1009533010,0,39.85,1,0.0,17901.0,5,0,766864
1009533020,1,70.76,1,0.0,20559.0,2,0,767464
1009533030,1,52.2,1,0.0,15726.0,2,0,768064
1009533040,1,63.83,1,0.0,16964.0,3,0,768664
1009533050,0,31.85,4,0.0,17279.0,3,0,769264
1009533060,0,85.53,1,0.0,37668.0,1,1,769864
1009533070,1,68.55,3,73263.0,170790.0,2,0,770464
1009533080,0,64.69,1,0.0,20246.0,2,0,771064
1009533090,1,53.67,4,0.0,17089.0,2,0,771664
1009533100,0,53.78,1,0.0,16676.0,4,0,772264
1009533110,1,59.37,4,12273.0,50453.0,4,0,772864
1009533120,1,41.64,4,11530.0,33965.0,2,1,773464
1009533130,1,41.84,1,0.0,18446.0,0,1,774064
1009533140,0,26.4,1,0.0,21816.0,2,1,774664
1009533150,1,53.33,4,0.0,17883.0,0,0,775264
1009533160,0,56.35,4,0.0,20915.0,2,1,775864
1009533170,1,45.73,1,0.0,35457.0,4,0,776464
1009533180,0,50.87,1,0.0,18690.0,5,0,777064
1009533190,1,30.14,4,0.0,21153.0,2,1,777664
1009533200,0,53.31,1,0.0,15564.0,2,0,778264
1009533210,0,56.85,1,0.0,17779.0,2,0,778864
1009533220,1,57.21,4,0.0,35085.0,3,0,779464
1009533230,1,25.26,4,0.0,15721.0,2,0,780064
1009533240,0,64.56,4,8684.0,22067.0,2,0,780664
1009533250,1,63.53,4,0.0,33563.0,2,0,781264
1009533260,0,59.92,3,89977.0,186268.0,2,0,781864
1009533270,1,34.45,1,0.0,16479.0,1,0,782464
1009533280,1,26.35,4,0.0,16110.0,3,0,783064
1009533290,0,54.44,4,0.0,13340.0,2,0,783664
1009533300,0,25.69,4,0.0,22746.0,1,1,784264
1009533310,0,59.19,1,0.0,22619.0,2,0,784864
1009533320,0,53.87,1,0.0,16804.0,0,1,785464
1009533330,0,56.28,1,0.0,19008.0,0,0,786432
1009533340,0,20.29,2,70912.0,91918.0,3,0,787032
1009533350,1,67.82,1,0.0,19670.0,5,0,787632
1009533360,1,67.33,1,0.0,18377.0,3,0,788232
1009533370,1,30.79,4,0.0,22666.0,2,1,788832
1009533380,0,56.67,2,9622.0,43342.0,1,1,789432
1009533390,1,25.31,4,10065.0,24111.0,1,1,790032
1009533400,0,42.48,1,0.0,14956.0,2,0,790632
1009533410,0,47.65,1,0.0,18783.0,4,0,791232
1009533420,1,48.28,4,0.0,32497.0,2,0,791832
1009533430,0,72.3,1,0.0,20991.0,1,0,792432
1009533440,0,53.37,1,0.0,26400.0,4,0,793032
1009533450,0,81.41,1,0.0,16079.0,2,0,793632
1009533460,0,40.52,1,0.0,21264.0,3,0,794232
1009533470,1,43.24,4,8472.0,73657.0,2,0,794832
1009533480,0,36.32,1,0.0,33802.0,0,1,795432
1009533490,0,56.11,1,0.0,13843.0,2,0,796032
1009533500,1,49.63,1,0.0,18976.0,0,1,796632
1009533510,0,64.53,1,0.0,13973.0,5,0,797232
1009533520,0,44.84,4,14760.0,70209.0,1,1,797832
1009533530,1,63.65,1,0.0,17414.0,2,0,798432
1009533540,1,29.6,1,0.0,21586.0,3,1,799032
1009533550,0,33.98,1,0.0,14933.0,1,1,799632
1009533560,1,84.02,1,0.0,36751.0,3,0,800232
1009533570,1,28.89,4,0.0,22501.0,4,1,800832
1009533580,0,76.85,1,0.0,16556.0,4,0,801432
1009533590,1,27.79,4,0.0,22853.0,2,0,802032
1009533600,1,48.02,1,0.0,15657.0,2,0,802632
1009533610,0,53.81,1,0.0,20060.0,2,0,803232
1009533620,0,26.42,1,0.0,29406.0,5,0,803832
1009533630,0,61.45,1,0.0,37894.0,1,0,804432
1009533640,1,35.22,3,105994.0,86434.0,4,0,805032
1009533650,1,86.54,3,83058.0,84948.0,2,0,805632
1009533660,0,26.0,4,0.0,23948.0,2,0,806232
1009533670,0,55.99,1,0.0,17733.0,2,0,806832
1009533680,1,56.86,1,0.0,18721.0,3,1,807432
1009533690,0,41.2,1,0.0,22402.0,0,0,808032
1009533700,0,23.78,1,0.0,20664.0,2,0,808632
1009533710,1,29.17,4,5628.0,41120.0,0,1,809232
1009533720,0,22.62,1,0.0,16747.0,2,1,809832
1009533730,0,57.11,1,0.0,14447.0,1,1,810432
1009533740,1,51.06,1,0.0,21148.0,2,0,811032
1009533750,1,44.7,4,0.0,18323.0,2,0,811632
1009533760,0,27.67,1,0.0,21980.0,1,0,812232
1009533770,0,80.57,1,0.0,19558.0,5,0,812832
1009533780,1,24.22,4,0.0,31490.0,0,1,813432
1009533790,1,75.35,1,0.0,21150.0,2,0,814032
1009533800,0,67.92,4,0.0,19718.0,4,0,814632
1009533810,0,23.99,4,0.0,18698.0,3,1,815232
1009533820,1,52.54,4,0.0,14518.0,1,0,815832
1009533830,1,30.51,1,0.0,23515.0,2,1,816432
1009533840,0,46.86,1,0.0,21348.0,3,0,817032
1009533850,1,67.74,4,0.0,16196.0,4,0,817632
1009533860,0,34.06,1,0.0,15855.0,2,0,818232
1009533870,0,54.71,4,0.0,14612.0,1,0,819200
1009533880,1,59.11,4,0.0,13945.0,2,0,819800
1009533890,0,45.44,1,0.0,22029.0,1,1,820400
1009533900,1,57.48,1,0.0,16190.0,2,0,821000
1009533910,1,28.37,4,7306.0,21479.0,2,0,821600
1009533920,0,49.61,2,10286.0,46362.0,2,0,822200
1009533930,1,36.94,4,6663.0,52246.0,2,1,822800
1009533940,1,39.04,1,0.0,17853.0,5,0,823400
1009533950,1,42.06,1,0.0,14970.0,1,1,824000
1009533960,0,30.41,4,12831.0,28576.0,2,0,824600
1009533970,0,46.93,1,0.0,21839.0,3,0,825200
1009533980,1,37.69,1,0.0,22829.0,1,0,825800
1009533990,0,28.73,1,0.0,17242.0,3,0,826400
1009534000,1,59.6,1,0.0,20319.0,1,0,827000
1009534010,1,69.53,1,0.0,24478.0,1,1,827600
1009534020,0,39.25,1,0.0,14940.0,0,0,828200
1009534030,1,59.93,4,13764.0,74110.0,4,0,828800
1009534040,0,49.57,1,0.0,18549.0,4,0,829400
1009534050,1,72.57,1,0.0,19174.0,2,0,830000
1009534060,1,64.27,4,0.0,37621.0,5,0,830600
1009534070,0,27.88,1,0.0,14933.0,2,1,831200
1009534080,1,46.25,2,103006.0,118916.0,3,0,831800
1009534090,1,47.6,1,0.0,14410.0,0,1,832400
1009534100,1,48.55,1,0.0,17987.0,0,0,833000
1009534110,1,48.28,4,0.0,36056.0,1,0,833600
1009534120,1,63.8,4,10403.0,35505.0,4,0,834200
1009534130,0,37.38,4,6381.0,53052.0,3,1,834800
1009534140,1,76.39,4,0.0,30133.0,3,0,835400
1009534150,0,66.87,1,0.0,21209.0,4,0,836000
1009534160,0,73.82,1,0.0,36814.0,2,1,836600
1009534170,1,56.83,5,78373.0,257795.0,1,1,837200
1009534180,0,41.51,1,0.0,37092.0,1,0,837800
1009534190,1,33.46,2,73155.0,118451.0,3,1,838400
1009534200,0,53.62,4,0.0,20005.0,4,0,839000
1009534210,1,58.56,4,0.0,21179.0,0,1,839600
1009534220,0,59.83,4,0.0,19970.0,1,1,840200
1009534230,0,46.06,1,0.0,20418.0,3,0,840800
1009534240,0,69.43,1,0.0,16660.0,2,0,841400
1009534250,1,25.44,1,0.0,26888.0,1,1,842000
1009534260,1,23.0,2,94881.0,3217364.0,1,1,842600
1009534270,1,39.19,1,0.0,21357.0,2,0,843200
1009534280,1,53.19,4,0.0,18379.0,2,0,843800
1009534290,1,20.57,4,6332.0,45850.0,1,1,844400
1009534300,0,40.64,4,14070.0,30814.0,4,0,845000
1009534310,0,54.68,3,83632.0,113344.0,2,0,845600
1009534320,0,48.91,1,0.0,16579.0,5,0,846200
1009534330,0,60.51,1,0.0,22787.0,1,0,846800
1009534340,0,41.0,1,0.0,27615.0,1,1,847400
1009534350,1,32.17,4,0.0,34589.0,2,0,848000
1009534360,0,82.83,1,0.0,23817.0,2,0,848600
1009534370,1,61.05,1,0.0,13642.0,1,0,849200
1009534380,0,30.95,4,0.0,18326.0,4,1,849800
1009534390,1,60.18,1,0.0,15592.0,4,0,850400
1009534400,0,67.14,1,0.0,22069.0,1,0,851000
1009534410,1,65.18,4,0.0,15791.0,2,1,851968
1009534420,0,48.75,1,0.0,23895.0,5,0,852568
1009534430,1,80.81,4,0.0,23523.0,2,0,853168
1009534440,1,42.87,4,0.0,17658.0,1,1,853768
1009534450,0,87.36,1,0.0,21054.0,0,1,854368
1009534460,1,80.45,4,0.0,17491.0,0,0,854968
1009534470,0,36.59,1,0.0,20659.0,4,0,855568
1009534480,1,62.22,4,0.0,20784.0,5,0,856168
1009534490,1,21.48,4,12443.0,75879.0,4,0,856768
1009534500,1,81.29,1,0.0,37004.0,3,0,857368
1009534510,0,27.53,2,9669.0,43544.0,2,0,857968
1009534520,0,49.61,1,0.0,15692.0,1,0,858568
1009534530,1,32.97,4,0.0,13133.0,2,0,859168
1009534540,0,34.17,1,0.0,21356.0,2,0,859768
1009534550,1,58.78,1,0.0,13575.0,0,0,860368
1009534560,0,55.77,4,0.0,15060.0,1,0,860968
1009534570,1,35.72,4,0.0,17907.0,1,0,861568
1009534580,1,64.95,1,0.0,19478.0,4,0,862168
1009534590,0,60.96,4,0.0,17493.0,2,0,862768
1009534600,0,73.83,4,9508.0,33188.0,4,0,863368
1009534610,1,83.42,1,0.0,17039.0,4,0,863968
1009534620,0,29.19,1,0.0,18440.0,4,0,864568
1009534630,1,58.0,1,0.0,16589.0,5,0,865168
1009534640,0,44.59,1,0.0,13188.0,1,0,865768
1009534650,0,35.19,1,0.0,14959.0,3,0,866368
1009534660,0,41.61,1,0.0,16346.0,2,0,866968
1009534670,1,64.1,1,0.0,17947.0,2,1,867568
1009534680,0,53.27,1,0.0,13137.0,2,0,868168
1009534690,1,59.91,1,0.0,22392.0,1,0,868768
1009534700,0,40.57,2,79382.0,170049.0,1,1,869368
1009534710,0,42.67,4,14635.0,41202.0,5,0,869968
1009534720,1,42.82,2,110909.0,220203.0,3,0,870568
1009534730,1,68.25,1,0.0,28865.0,4,0,871168
1009534740,1,53.51,1,0.0,13397.0,1,1,871768
1009534750,0,61.99,1,0.0,16299.0,2,0,872368
1009534760,0,22.49,2,5260.0,60065.0,1,1,872968
1009534770,1,59.61,4,0.0,20666.0,1,0,873568
1009534780,1,45.9,1,0.0,15523.0,4,0,874168
1009534790,1,66.1,1,0.0,20386.0,1,0,874768
1009534800,1,57.72,1,0.0,34664.0,2,0,875368
1009534810,0,55.69,4,0.0,16788.0,1,0,875968
1009534820,1,38.28,2,13682.0,42052.0,4,0,876568
1009534830,1,34.17,1,0.0,13765.0,1,1,877168
1009534840,0,58.23,4,0.0,17537.0,3,0,877768
1009534850,0,25.67,1,0.0,14509.0,3,0,878368
1009534860,0,29.94,4,0.0,20038.0,3,0,878968
1009534870,1,78.16,2,96443.0,224002.0,2,0,879568
1009534880,0,22.18,1,0.0,17104.0,0,1,880168
1009534890,0,41.16,1,0.0,18161.0,1,1,880768
1009534900,1,53.27,4,0.0,18161.0,1,0,881368
1009534910,0,40.2,1,0.0,22872.0,5,0,881968
1009534920,1,53.49,3,109097.0,122907.0,1,0,882568
1009534930,1,21.67,1,0.0,16099.0,4,0,883168
1009534940,0,48.65,4,0.0,21261.0,5,0,883768
1009534950,1,39.36,4,0.0,24759.0,2,0,884736
1009534960,0,44.45,1,0.0,17285.0,2,0,885336
1009534970,0,56.8,1,0.0,13644.0,2,0,885936
1009534980,0,54.08,1,0.0,14284.0,2,1,886536
1009534990,0,63.28,4,0.0,24610.0,2,0,887136
1009535000,0,54.23,1,0.0,13798.0,5,0,887736
1009535010,1,22.21,4,0.0,13779.0,2,0,888336
1009535020,0,37.01,2,5600.0,20963.0,2,0,888936
1009535030,0,36.09,4,0.0,20667.0,2,0,889536
1009535040,0,77.93,2,108755.0,191973.0,1,0,890136
1009535050,0,44.17,1,0.0,19049.0,2,0,890736
1009535060,1,48.07,4,0.0,21440.0,3,0,891336
1009535070,1,38.28,1,0.0,15401.0,5,0,891936
1009535080,1,29.91,1,0.0,25642.0,0,1,892536
1009535090,1,41.64,1,0.0,18794.0,4,0,893136
1009535100,1,67.65,4,0.0,14664.0,4,0,893736
1009535110,0,33.75,1,0.0,35367.0,4,0,894336
1009535120,1,53.34,4,12177.0,26950.0,3,0,894936
1009535130,0,70.8,4,12176.0,41936.0,1,0,895536
1009535140,0,29.96,4,8497.0,56388.0,3,0,896136
1009535150,1,69.47,4,0.0,15109.0,0,1,896736
1009535160,0,32.96,1,0.0,18646.0,1,1,897336
1009535170,1,32.0,1,0.0,20709.0,2,0,897936
1009535180,0,28.27,2,11132.0,49450.0,2,1,898536
1009535190,0,48.69,1,0.0,15443.0,2,0,899136
1009535200,1,53.33,4,13964.0,39532.0,0,0,899736
1009535210,0,23.82,1,0.0,30774.0,2,1,900336
1009535220,0,81.38,4,13792.0,23715.0,2,0,900936
1009535230,0,28.92,1,0.0,21211.0,1,1,901536
1009535240,0,25.5,4,0.0,26105.0,1,1,902136
1009535250,0,44.45,4,0.0,21620.0,3,0,902736
1009535260,1,82.59,4,0.0,22719.0,1,0,903336
1009535270,0,53.46,1,0.0,22250.0,5,1,903936
1009535280,1,48.72,1,0.0,14557.0,5,0,904536
1009535290,0,82.08,4,0.0,37758.0,1,0,905136
1009535300,0,38.42,1,0.0,18667.0,4,0,905736
1009535310,0,34.93,1,0.0,19704.0,2,0,906336
1009535320,0,21.69,1,0.0,35881.0,4,0,906936
1009535330,0,25.88,1,0.0,25997.0,0,1,907536
1009535340,0,41.47,1,0.0,31838.0,3,0,908136
1009535350,1,72.91,4,0.0,22453.0,0,1,908736
1009535360,0,62.11,4,0.0,29051.0,1,1,909336
1009535370,0,32.93,3,82835.0,186401.0,3,0,909936
1009535380,1,41.75,4,0.0,14140.0,0,1,910536
1009535390,0,35.82,3,83399.0,112278.0,2,0,911136
1009535400,1,56.35,4,10038.0,52208.0,5,0,911736
1009535410,0,44.11,1,0.0,22271.0,0,1,912336
1009535420,1,23.34,1,0.0,27906.0,0,1,912936
1009535430,1,37.23,2,12001.0,49541.0,3,0,913536
1009535440,0,57.08,2,9175.0,55650.0,1,0,914136
1009535450,1,71.17,1,0.0,18436.0,1,0,914736
1009535460,0,45.09,1,0.0,27229.0,5,0,915336
1009535470,0,61.43,1,0.0,30203.0,1,0,915936
1009535480,0,55.49,4,0.0,17286.0,4,0,916536
1009535490,0,59.93,1,0.0,13451.0,4,0,917504
1009535500,1,49.13,4,0.0,25112.0,2,0,918104
1009535510,1,32.22,4,0.0,18538.0,1,0,918704
1009535520,0,32.14,4,5199.0,34532.0,2,1,919304
1009535530,0,42.2,1,0.0,15016.0,2,0,919904
1009535540,0,52.38,4,0.0,21298.0,4,0,920504
1009535550,1,58.85,4,0.0,22843.0,1,1,921104
1009535560,1,58.74,1,0.0,17517.0,1,0,921704
1009535570,1,45.42,1,0.0,32073.0,2,0,922304
1009535580,1,21.32,4,7243.0,23448.0,1,1,922904
1009535590,0,59.32,1,0.0,20241.0,4,0,923504
1009535600,1,63.01,1,0.0,14342.0,2,0,924104
1009535610,0,44.3,2,100678.0,175440.0,0,1,924704
1009535620,0,41.58,1,0.0,14421.0,2,0,925304
1009535630,1,25.28,4,0.0,33196.0,0,1,925904
1009535640,0,57.6,1,0.0,14848.0,2,0,926504
1009535650,1,70.63,1,0.0,18774.0,4,0,927104
1009535660,1,53.32,2,70086.0,104293.0,3,0,927704
1009535670,1,58.23,1,0.0,19418.0,5,0,928304
1009535680,0,56.1,4,0.0,13174.0,2,0,928904
1009535690,1,88.27,1,0.0,13932.0,2,0,929504
1009535700,0,51.74,4,9674.0,28840.0,2,0,930104
1009535710,0,43.4,4,0.0,25660.0,5,0,930704
1009535720,1,42.28,1,0.0,13673.0,1,0,931304
1009535730,0,50.98,1,0.0,22317.0,5,0,931904
1009535740,1,41.72,4,12437.0,36757.0,4,0,932504
1009535750,0,44.41,1,0.0,27170.0,3,0,933104
1009535760,0,63.25,1,0.0,21316.0,2,0,933704
1009535770,0,45.1,1,0.0,22780.0,4,0,934304
1009535780,0,37.48,2,11400.0,48671.0,4,0,934904
1009535790,1,68.65,1,0.0,22048.0,2,1,935504
1009535800,0,68.6,4,0.0,13695.0,1,0,936104
1009535810,1,63.67,1,0.0,14944.0,1,0,936704
1009535820,0,36.76,1,0.0,19334.0,1,1,937304
1009535830,1,28.09,1,0.0,16331.0,1,0,937904
1009535840,0,50.53,3,71935.0,203900.0,1,0,938504
1009535850,1,32.68,4,12336.0,60414.0,2,0,939104
1009535860,0,48.43,4,13733.0,36125.0,3,0,939704
1009535870,1,45.21,4,0.0,18574.0,2,0,940304
1009535880,0,62.01,1,0.0,15896.0,2,0,940904
1009535890,0,47.76,4,5991.0,20910.0,2,0,941504
1009535900,0,46.92,1,0.0,20329.0,3,0,942104
1009535910,1,41.95,2,9432.0,51594.0,1,1,942704
1009535920,0,47.74,1,0.0,18848.0,3,0,943304
1009535930,0,44.47,4,0.0,25169.0,2,1,943904
1009535940,1,36.42,1,0.0,19674.0,2,0,944504
1009535950,0,55.56,1,0.0,20227.0,3,1,945104
1009535960,0,44.61,4,0.0,32257.0,1,1,945704
1009535970,1,30.22,4,13235.0,66631.0,3,1,946304
1009535980,1,45.52,4,0.0,24735.0,4,0,946904
1009535990,0,47.87,1,0.0,15094.0,1,1,947504
1009536000,1,34.61,2,89377.0,113946.0,2,0,948104
1009536010,0,70.83,4,0.0,31451.0,2,1,948704
1009536020,1,32.42,4,0.0,20303.0,1,1,949304
1009536030,0,42.77,4,0.0,13920.0,3,0,950272
1009536040,1,49.06,1,0.0,21427.0,2,0,950872
1009536050,0,42.61,2,11974.0,57082.0,1,1,951472
1009536060,0,56.61,4,0.0,20243.0,3,1,952072
1009536070,1,59.98,1,0.0,14035.0,2,0,952672
1009536080,0,59.57,4,0.0,18578.0,4,0,953272
1009536090,0,64.77,2,112946.0,124622.0,2,0,953872
1009536100,0,62.16,1,0.0,22141.0,1,0,954472
1009536110,1,78.38,1,0.0,30150.0,1,1,955072
1009536120,1,33.8,2,117351.0,176366.0,2,0,955672
1009536130,0,37.2,4,0.0,19842.0,1,1,956272
1009536140,1,20.49,1,0.0,14811.0,2,0,956872
1009536150,1,74.17,1,0.0,16902.0,2,0,957472
1009536160,1,35.2,4,0.0,17363.0,1,1,958072
1009536170,0,50.3,1,0.0,16199.0,1,1,958672
1009536180,1,39.88,4,9305.0,71390.0,3,0,959272
1009536190,1,51.99,4,0.0,18169.0,2,0,959872
1009536200,1,65.74,4,0.0,34205.0,3,0,960472
1009536210,0,68.57,1,0.0,17215.0,2,0,961072
1009536220,0,61.24,3,92078.0,84592.0,0,0,961672
1009536230,1,79.46,1,0.0,27381.0,5,0,962272
1009536240,1,88.2,1,0.0,22821.0,1,0,962872
1009536250,1,27.17,4,0.0,17094.0,2,1,963472
1009536260,0,60.38,1,0.0,34600.0,3,0,964072
1009536270,0,65.83,1,0.0,22420.0,1,0,964672
1009536280,0,49.99,1,0.0,21051.0,2,1,965272
1009536290,0,51.87,1,0.0,19088.0,2,0,965872
1009536300,0,63.22,1,0.0,18311.0,1,0,966472
1009536310,0,26.06,1,0.0,21108.0,1,0,967072
1009536320,0,64.77,4,11888.0,35917.0,0,0,967672
1009536330,1,52.12,4,12501.0,47116.0,3,0,968272
1009536340,0,66.2,1,0.0,15783.0,2,0,968872
1009536350,0,58.72,4,0.0,31646.0,0,0,969472
1009536360,0,66.44,4,0.0,18464.0,3,0,970072
1009536370,1,50.78,1,0.0,16213.0,2,0,970672
1009536380,1,40.07,4,0.0,16365.0,1,1,971272
1009536390,0,44.29,4,0.0,19365.0,4,0,971872
1009536400,1,54.68,1,0.0,18305.0,3,0,972472
1009536410,1,51.9,3,107856.0,127507.0,1,1,973072
1009536420,1,39.06,1,0.0,20205.0,1,1,973672
1009536430,0,52.45,1,0.0,13141.0,2,0,974272
1009536440,0,63.1,1,0.0,17617.0,5,0,974872
